text,rating
"Sometimes it predicts whole sentences one word at a time.
",5
"When the free trial expired I tried another keyboard (GO keyboard), and while it was decent, it couldn't compare with SwiftKey.
",5
"Great app!
",5
"But no Chinese input.
",5
"Would be really good if you guys could include that.
",5
"Terrible upgrade, the best thing about this app was the predictive text and now you just have punctuation options after each tines you press space.
",1
"Also tge new predictive guessing long words when you have only pressed 2 keys is ridiculous.
",1
"If I press 2 letters near T and O then press space I shouldn't get TIME. .
",1
"The keyboard works stunningly well with predictions and rapid typists like myself.
",4
"The only issues I've come across are text not displaying in the box when I type on occasion (which could be my launcher conflicting with my text messaging app) and the lack of visual customization.
",4
"Nice program :-)
",5
"Loved this app but I'm finding lots of errors when using it with my note 2.
",2
"i am looking forward that Swiftkey can develop the Simplified Cangjie Input Method quickly =] if it has Simplified Cangjie Input Method, i will give swiftkey 5 stars, make an all-out effort.
",4
"5 stars once you get Thai keyboard!
",4
"Oh and plz add a hide keyboard button.
",4
"Very quick and easy to controll.
",5
"Plus like the look and feel.
",5
"Just love this keyboard. its really awesome !!
",5
"Chinese simplified input please~~
",1
"Extremely accurate and customizable.
",5
"And when I say accurate I mean crazy accurate. the predictions are crazy good, especially after a while because it learns words that you commonly use.
",5
"I also love the shins and ability to fine tune haptic feedback. there isn't even a comparable keyboard out there.
",5
"Compared to swift key, go keyboard, stock keyboard, and all the other sit on the market is trash.
",5
"Worth paying for it.
",5
"Great app but it crashes often in chrome for me.
",3
"Usually on the Google homepage the keyboard freezes and stays on the screen.
",3
"The chrome issues are so frustrating because otherwise it's excellent.
",3
"Had trial Finally upgraded.
",1
"Keyboard lags, backspace only works till first letter of word then wont work, and swipe back causes errors.
",1
"SwiftKey keyboard is amazing!
",5
"I love it. :-) it is amazing the best application on the market can type a whole sentence with just one finger!
",5
"like my title says, this could really use the ability to learn from Google Voice, otherwise very good app!
",4
"Totally worth buying!
",5
"Awesome app, great improvement from the original SGS3 keyboard but I would love to have the swipe text and writing capability.
",4
"I love this app, this is better than original one for Samsung Galaxy S3.
",5
"I know SwiftKey wants to look hip and cool by adding a slide feature, but if I wanted sliding, I'd use SlideIT.
",2
"Increasing the spacebar real estate is completely useless.
",2
"I barely use the spacebar, because a space is automatically added when you insert a prediction.
",2
"Not everyone is using an S2 or new model phone, sliding is very unreliable on my older LG Optimus One P500.
",2
"I get a Question Mark half the time and my sliding left to delete works only 10% of the time.
",2
"Please allow us to customize the spacebar real estate.
",2
"Let us enable the question mark key.
",2
"I'd even recommend adding a Smiley Face key.
",2
"As I said, space bar is barely used in this app, don't give it any love.
",2
"Amazing :-D it makes it easy for me and makes my typing so much faster!
",5
"I totally recommend this app, it saves about me of time and it's predictions are most of the time accuracy
",5
"Amazing keyboard the predictions are amazing and corrects all my mistakes I just wish there were more themes or a way to customize it.
",4
"Works awesome better than the stock keyboard.
",5
"This app sucks.
",1
"Plain and simple.
",1
"Wish I could get my money back.
",1
"Great work, learns from all your mistakes and knows its grammar too.
",5
"The best,no s-pen detection?
",4
"Genius, much better keyboard all round!
",5
"I like it much better than some of the others I've tried, but it has some annoying, little problems.
",4
"Predictions are often great, but sometimes just stupid.
",4
"And certain things you type often, it won't learn, and constantly ""corrects"" you.
",4
"And while it will intelligently place a period or comma right behind the word you last selected, it won't do it for closing quotation marks, leaving a gap ""like this "" and you have to stop, & back up to fix it.
",4
"Nitpicky stuff, yes, but annoying.
",4
"My typing skills s___k. This app is truly a blessing.
",5
"I can send a message or email quickly and efficiently.
",5
"This app rocks!
",5
"It has the word I want to use before I do.
",5
"This is simply the best option available for a touch-keyboard on Android.
",5
"The predictions are smart and allow you to type quickly.
",5
"When I upgraded phones to a Galaxy S3, I briefly stuck with the default Swype-style keyboard just to see if I liked it, and I immediately missed so many of SwiftKey's features--not only the smart predictions, but the presence of symbols like ""/"" as alternatives to keys that become accessible by holding them down and dragging.
",5
"Design like this saves you from having to toggle through several other ""symbol"" sets of keyboards, and when trying to access commas or exclamation points, is indispensable.
",5
"If you miss using physical keyboards and are frustrated with touch keyboards, you need to try this one.
",5
"It cuts down on frustrations immeasurably.
",5
"Sadly got a VERY annoying new bug where I press the middle selection and sometimes it actually uses a totally different word!
",1
"Also it seems to have unlearnt all these years of learning.
",1
"Just typed this in portrait mode in under 7 seconds.
",5
"Absolutely brilliant!
",5
"I know you have your own reasoning but having a comma and period in the slider just increases mistakes.
",3
"I'm not going to use the slider for those 2 punctuations when they've already got their own keys.
",3
"Swipe right for question mark, swipe left for exclamation.
",3
"Make that change and it's 5 stars.
",3
"This has improved my typing so much.
",5
"Amazing stuff guys!
",5
"Love the keyboard.
",4
"The voice to text does not work most of the time though.
",5
"This apps helps you a lot when you are writing.
",5
"Since it learned your common phrases and words from the sms,  Facebook,  gmail.
",5
"Also you can customize the size of the keyboard layout when it's on portrait or landscape.
",5
"Highly recommend app!
",5
"The stock keyboard on my GSIII was driving me crazy.
",4
"SwiftKey has fixed almost all the issues I was having with typos.
",4
"Worth every penny
",5
"Prediction works very well,  the smart space is very interesting and useful.
",5
